conceptId,term,category
909451000000107,Diabetes Distress Scale 17 item,unspecified
910911000000109,Assessment using DDS17 (Diabetes Distress Scale 17),unspecified
910931000000101,Diabetes Distress Scale 17 item score,unspecified
923361000000106,Diabetic foot care education (procedure),unspecified
923371000000104,Diabetes foot care education ,unspecified
923461000000103,Lifestyle education for diabetes (procedure),unspecified
923471000000105,Lifestyle education regarding diabetes ,unspecified
927821000000100,Discharge from secondary care diabetes service (procedure),unspecified
927831000000103,Discharge from diabetic service ,unspecified
928851000000109,Enquiry about diabetic erectile dysfunction declined (situation),unspecified
928861000000107,Enquiry about diabetic erectile dysfunction declined ,unspecified
931000172106,Fear of diabetes mellitus,unspecified
944141000000108,Diabetic peripheral neuropathic pain (finding),unspecified
944151000000106,Diabetic peripheral neuropathic pain ,unspecified
944561000000104,Provision of written information about diabetes and hypertension (procedure),unspecified
944571000000106,Provision of written information about diabetes and high blood pressure ,unspecified
944581000000108,Provision of written information about diabetes and high haemoglobin A1c level (procedure),unspecified
944591000000105,Provision of written information about diabetes and high haemoglobin A1c level ,unspecified
956781000000107,Joint consultation with practice nurse and community diabetes specialist nurse (procedure),unspecified
956791000000109,Joint consultation with practice nurse and community diabetes specialist nurse ,unspecified
956921000000109,Joint consultation with General Practitioner and community diabetes specialist nurse (procedure),unspecified
956931000000106,Joint consultation with General Practitioner and community diabetes specialist nurse ,unspecified
95751000000105,O/E - right eye background diabetic retinopathy,unspecified
95761000000108,O/E - left eye background diabetic retinopathy,unspecified
95771000000101,O/E - right eye preproliferative diabetic retinopathy,unspecified
95781000000104,O/E - left eye preproliferative diabetic retinopathy,unspecified
95791000000102,O/E - right eye proliferative diabetic retinopathy,unspecified
95801000000103,O/E - left eye proliferative diabetic retinopathy,unspecified
95811000000101,O/E - right eye diabetic maculopathy,unspecified
95821000000107,O/E - left eye diabetic maculopathy,unspecified
959031000000102,Paediatric diabetic medicine care plan,unspecified
961931000000109,Diabetes education care plan,unspecified
962831000000105,Provision of written information about diabetes and high cholesterol (procedure),unspecified
962841000000101,Provision of written information about diabetes and high cholesterol ,unspecified
963151000000104,Diabetic medicine service,unspecified
96441000119101,Chronic kidney disease due to type 1 diabetes mellitus,type 1
965981000000106,Diabetic on non-insulin injectable medication (finding),unspecified
966161000000107,Provision of diabetes identity card (procedure),unspecified
966371000000102,Has diabetes identity card (finding),unspecified
967261000000103,Referral to diabetes service,unspecified
968061000000105,Diabetic injection administration education (procedure),unspecified
968071000000103,Diabetic injection administration education ,unspecified
968451000000103,Not suitable for Diabetes Education and Self Management for Ongoing and Newly Diagnosed programme (finding),unspecified
97331000119101,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),type 2
97341000119105,Proliferative retinopathy with retinal oedema due to type 2 diabetes mellitus,type 2
97621000119107,Stasis ulcer due to type 2 diabetes mellitus (disorder),type 2
976341000000101,Diabetic on oral treatment and glucagon-like peptide 1 receptor agonist (finding),unspecified
976351000000103,Diabetic on oral treatment and glucagon-like peptide 1 ,unspecified
976361000000100,Diabetic on insulin and glucagon-like peptide 1 receptor agonist (finding),unspecified
976371000000107,Diabetic on insulin and glucagon-like peptide 1 ,unspecified
977201000000107,Recommendation to self-refer for diabetes structured education (procedure),unspecified
977211000000109,Recommendation to self-refer for diabetes structured education ,unspecified
980351000000105,Young Townson FootSkin Scale for Diabetic Neuropathy (assessment scale),unspecified
980361000000108,FootSkin Scale for diabetic neuropathy ,unspecified
980371000000101,Assessment using Young Townson FootSkin Scale for Diabetic Neuropathy,unspecified
980411000000102,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 1 (finding),unspecified
980431000000105,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 2 (finding),unspecified
980451000000103,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 3 high risk (finding),unspecified
980471000000107,Young Townson FootSkin Scale for Diabetic Neuropathy risk level 4 high risk (finding),unspecified
982001,Diabetes with peripheral circulatory disorders,unspecified
983451000000106,Diabetic carbohydrate counting diet (finding),unspecified
983461000000109,Diabetic carbohydrate counting diet ,unspecified
9859006,Insulin-resistant diabetes mellitus AND acanthosis nigricans,unspecified
990681000000107,Not suitable for DESMOND (Diabetes Education and Self Management for Ongoing and Newly Diagnosed) programme,unspecified
990741000000107,Diabetic on non-insulin injectable medication,unspecified
990751000000105,Has diabetes identity card,unspecified
990851000000102,Provision of diabetes identity card,unspecified
99161000000109,Diabetes mellitus due to insulin receptor antibodies,unspecified
99261000000102,Fibrocalculous pancreatic diabetes,unspecified
99291000000108,Ischaemic ulcer diabetic foot,unspecified
99301000000107,Mixed diabetic ulcer - foot,unspecified
